danceability,energy,key,loudness,popularity
0.398,0.971,11,-2.873,0
0.621,0.807,8,-8.963,0
0.33,0.934,4,-3.702,0
0.508,0.826,1,-4.088,0
0.772,0.606,0,-4.789,0
0.569,0.767,8,-6.37,1
0.664,0.351,0,-12.136,1
0.596,0.749,9,-9.537,0
0.328,0.928,2,-5.839,0
0.474,0.814,7,-6.875,1
0.467,0.56,6,-5.37,1
0.449,0.816,8,-3.635,1
0.517,0.788,0,-3.671,0
0.643,0.569,7,-7.459,1
0.507,0.324,4,-11.932,0
0.267,0.968,9,-5.516,0
0.668,0.739,4,-4.919,1
0.81,0.829,5,-5.646,1
0.683,0.9,9,-4.422,1
0.562,0.892,9,-6.679,0
0.924,0.74,8,-1.299,1
0.817,0.733,2,-6.009,1
0.455,0.858,11,-5.659,1
0.238,0.965,10,-4.66,0
0.691,0.684,7,-7.466,1
0.488,0.569,2,-7.323,1
0.832,0.876,9,-9.134,0
0.796,0.705,5,-4.82,1
0.454,0.894,11,-4.279,0
0.484,0.827,8,-5.324,1
0.58,0.906,2,-6.976,1
0.278,0.994,9,-6.591,0
0.445,0.703,5,-4.812,0
0.537,0.496,2,-8.527,0
0.696,0.643,0,-5.218,1
0.939,0.984,2,-5.011,1
0.467,0.919,6,-2.255,1
0.528,0.985,1,-2.713,0
0.923,0.795,11,-3.61,1
0.585,0.709,11,-5.604,1
0.159,0.939,9,-6.044,0
0.51,0.929,4,-2.656,0
0.454,0.987,9,-2.062,0
0.626,0.44,10,-6.942,1
0.472,0.29,7,-10.238,1
0.497,0.909,5,-11.786,0
0.304,0.947,9,-3.329,0
0.706,0.727,3,-15.569,0
0.886,0.724,1,-4.229,1
0.416,0.819,9,-3.974,1
0.55,0.952,8,-4.664,1
0.931,0.456,4,-6.206,1
0.71,0.654,3,-12.174,0
0.739,0.709,0,-7.106,1
0.715,0.841,5,-5.134,1
0.662,0.948,11,-3.007,0
0.765,0.821,4,-5.926,1
0.824,0.836,3,-5.903,1
0.513,0.546,5,-5.703,1
0.434,0.285,8,-15.672,0
0.308,0.89,7,-14.444,0
0.676,0.948,5,-2.557,1
0.655,0.54,9,-6.482,1
0.828,0.672,6,-6.456,1
0.568,0.682,8,-5.781,1
0.653,0.417,9,-7.86,1
0.287,0.938,1,-6.248,0
0.599,0.574,11,-7.363,1
0.828,0.662,7,-6.419,1
0.286,0.375,7,-16.081,0
0.316,0.853,0,-9.728,0
0.533,0.83,7,-5.416,1
0.721,0.761,8,-6.641,0
0.66,0.536,10,-8.786,1
0.246,0.887,0,-2.528,0
0.55,0.543,0,-6.986,1
0.609,0.366,1,-14.752,0
0.625,0.995,5,-4.555,0
0.523,0.797,0,-5.978,0
0.542,0.946,6,-4.279,1
0.531,0.574,10,-6.693,1
0.492,0.945,11,-7.862,0
0.665,0.811,9,-6.696,0
0.44,0.918,7,-5.384,0
0.559,0.955,10,-6.885,0
0.349,0.101,3,-20.304,0
0.183,0.309,2,-10.81,0
0.715,0.614,9,-9.037,0
0.468,0.478,3,-8.637,0
0.662,0.902,1,-7.464,0
0.753,0.931,2,-4.922,1
0.52,0.379,0,-9.906,1
0.489,0.591,8,-10.843,0
0.501,0.305,7,-16.923,0
0.72,0.744,1,-6.938,1
0.476,0.407,4,-9.239,1
0.648,0.913,4,-2.436,0
0.504,0.556,8,-6.19,1
0.386,0.677,2,-5.83,1
0.569,0.869,3,-5.432,1
0.532,0.529,0,-8.402,0
0.723,0.84,1,-3.523,1
0.424,0.00333,7,-17.803,0
0.325,0.968,4,-3.717,0
0.619,0.564,10,-5.824,0
0.949,0.661,5,-4.244,1
0.771,0.779,0,-3.571,1
0.832,0.454,2,-4.252,1
0.662,0.777,8,-6.833,0
0.325,0.981,5,-3.407,0
0.758,0.606,0,-6.444,1
0.654,0.833,6,-5.193,1
0.138,0.981,4,-3.797,0
0.154,0.208,3,-15.176,0
0.836,0.906,1,-2.902,1
0.619,0.825,5,-4.871,0
0.472,0.238,10,-16.133,0
0.885,0.474,1,-8.133,1
0.578,0.87,0,-6.422,1
0.484,0.912,9,-3.431,0
0.202,0.911,4,-3.369,0
0.604,0.778,0,-5.686,1
0.933,0.562,11,-5.963,1
0.357,0.782,7,-10.469,0
0.598,0.955,2,-4.52,1
0.415,0.926,5,-1.304,1
0.503,0.91,1,-2.462,0
0.732,0.198,5,-11.775,1
0.882,0.671,2,-5.161,1
0.278,0.87,10,-5.368,1
0.719,0.546,7,-10.239,1
0.364,0.45,2,-4.905,1
0.592,0.798,0,-3.196,1
0.725,0.52,6,-9.347,1
0.449,0.965,9,-5.299,0
0.41,0.978,8,-4.033,0
0.568,0.905,1,-2.509,0
0.3,0.643,11,-6.164,1
0.619,0.522,8,-6.3,1
0.508,0.594,4,-7.067,1
0.686,0.631,10,-5.182,1
0.184,0.966,9,-4.914,0
0.366,0.96,6,-3.463,0
0.252,0.827,9,-6.336,0
0.592,0.767,9,-2.788,1
0.524,0.613,1,-10.025,0
0.788,0.844,2,-3.131,1
0.307,0.468,11,-10.424,0
0.779,0.834,7,-2.773,1
0.662,0.908,1,-4.764,1
0.445,0.599,0,-9.294,0
0.35,0.307,2,-17.469,0
0.723,0.596,1,-5.677,1
0.528,0.808,7,-4.615,0
0.933,0.513,7,-13.203,1
0.592,0.261,4,-13.989,0
0.364,0.919,6,-8.179,0
0.742,0.515,0,-6.265,1
0.276,0.715,0,-5.356,1
0.595,0.844,7,-4.678,1
0.532,0.987,8,-2.816,0
0.675,0.781,8,-6.035,1
0.832,0.87,8,-4.2,1
0.841,0.544,6,-7.347,1
0.44,0.274,9,-10.898,0
0.639,0.709,3,-6.386,1
0.477,0.617,9,-9.976,0
0.907,0.66,9,-5.585,1
0.185,0.815,9,-7.267,0
0.427,0.767,6,-5.783,1
0.742,0.468,10,-5.557,1
0.619,0.827,0,-4.665,1
0.674,0.646,5,-5.876,1
0.493,0.959,7,-6.269,0
0.636,0.625,11,-7.895,1
0.521,0.989,8,-2.645,0
0.896,0.649,8,-3.792,1
0.815,0.797,2,-6.304,1
0.71,0.653,5,-8.305,1
0.455,0.353,7,-10.654,0
0.688,0.226,3,-15.11,0
0.322,0.184,0,-18.312,0
0.607,0.619,4,-6.34,1
0.539,0.97,2,-3.942,0
0.667,0.747,1,-7.059,1
0.517,0.822,2,-5.367,0
0.671,0.757,2,-5.275,1
0.522,0.967,8,-2.379,0
0.467,0.949,4,-6.51,0
0.737,0.586,10,-7.333,0
0.568,0.835,8,-6.896,0
0.489,0.991,11,-5.293,0
0.657,0.599,11,-8.388,1
0.66,0.847,1,-3.25,1
0.508,0.843,0,-4.433,1
0.657,0.941,8,-3.919,1
0.143,0.148,8,-22.356,0
0.92,0.677,2,-3.484,1
0.627,0.817,9,-5.644,0
0.551,0.667,5,-6.915,0
0.234,0.973,6,-2.637,0
0.643,0.981,7,-6.644,1
0.815,0.852,2,-6.176,1
0.606,0.716,9,-6.295,0
0.387,0.862,9,-2.219,1
0.755,0.381,7,-8.785,0
0.664,0.396,5,-9.131,1
0.434,0.764,4,-5.367,1
0.427,0.55,4,-5.114,0
0.835,0.669,6,-5.582,1
0.578,0.983,5,-6.848,0
0.151,0.994,11,-4.993,0
0.131,0.509,8,-9.598,0
0.805,0.723,7,-6.808,1
0.656,0.518,9,-8.628,0
0.605,0.864,6,-5.365,1
0.511,0.581,0,-4.93,1
0.805,0.772,3,-5.734,1
0.42,0.463,6,-9.056,1
0.749,0.595,2,-7.721,1
0.492,0.947,1,-5.97,0
0.592,0.795,7,-6.13,1
0.434,0.363,8,-14.2,0
0.593,0.651,9,-6.904,1
0.416,0.546,7,-7.728,1
0.901,0.512,1,-6.468,1
0.793,0.832,1,-4.862,1
0.608,0.351,0,-9.316,1
0.492,0.338,9,-16.487,0
0.704,0.571,11,-7.786,1
0.784,0.459,4,-9.74,1
0.453,0.329,2,-16.17,0
0.805,0.796,1,-3.904,1
0.406,0.632,4,-5.115,1
0.751,0.731,6,-4.419,1
0.684,0.727,0,-10.116,0
0.259,0.934,9,-8.072,0
0.533,0.96,1,-0.864,0
0.535,0.951,3,-3.324,1
0.427,0.9,11,-3.674,1
0.279,0.61,2,-11.436,0
0.403,0.985,2,-2.482,0
0.57,0.484,0,-9.192,0
0.651,0.751,8,-7.422,0
0.728,0.94,4,-5.034,1
0.301,0.916,10,-6.218,0
0.272,0.992,3,-4.719,0
0.424,0.893,0,-4.769,0
0.711,0.616,9,-6.998,1
0.663,0.429,0,-7.243,0
0.235,0.952,9,-8.834,0
0.443,0.866,7,-6.343,0
0.599,0.663,1,-7.076,0
0.319,0.994,2,-4.826,0
0.4,0.95,7,-4.613,0
0.23,0.492,8,-5.767,1
0.723,0.703,0,-9.495,0
0.736,0.542,9,-7.564,0
0.504,0.982,2,-3.788,0
0.778,0.602,9,-8.135,0
0.877,0.885,1,-4.966,1
0.563,0.924,11,-7.669,0
0.338,0.803,8,-5.412,1
0.934,0.706,7,-5.317,1
0.646,0.431,2,-9.287,1
0.543,0.919,1,-4.831,1
0.552,0.749,10,-9.881,0
0.425,0.937,3,-4.718,0
0.496,0.94,2,-3.332,1
0.457,0.392,8,-13.23,0
0.53,0.597,2,-5.652,1
0.562,0.594,3,-4.578,1
0.295,0.79,11,-5.696,0
0.468,0.93,2,-5.427,0
0.197,0.996,7,-5.653,0
0.531,0.891,5,-2.539,1
0.329,0.945,1,-3.638,0
0.52,0.118,7,-14.491,0
0.518,0.438,10,-5.716,1
0.237,0.841,6,-10.377,0
0.632,0.649,10,-9.385,0
0.737,0.681,7,-5.695,0
0.541,0.874,9,-5.095,0
0.799,0.708,7,-3.833,1
0.236,0.977,4,-5.922,0
0.839,0.951,5,-9.121,0
0.413,0.939,1,-5.628,0
0.699,0.76,5,-3.173,1
0.481,0.871,7,-6.838,0
0.494,0.841,7,-4.784,1
0.573,0.609,1,-8.406,0
0.682,0.646,11,-5.509,1
0.794,0.864,8,-5.964,1
0.599,0.0154,3,-20.011,0
0.217,0.905,2,-4.103,1
0.481,0.852,10,-8.025,0
0.186,0.691,4,-6.449,0
0.563,0.413,9,-12.589,0
0.497,0.468,2,-8.182,1
0.508,0.576,6,-7.441,1
0.168,0.966,7,-4.868,0
0.747,0.878,8,-3.533,1
0.843,0.48,11,-7.031,1
0.733,0.906,8,-4.749,1
0.754,0.693,9,-6.483,1
0.615,0.426,0,-7.817,0
0.389,0.515,7,-6.224,1
0.646,0.649,2,-6.386,1
0.615,0.347,9,-9.596,1
0.0746,0.14,1,-12.737,0
0.546,0.66,11,-6.463,0
0.609,0.574,9,-4.004,0
0.395,0.781,4,-4.19,0
0.498,0.575,10,-7.241,0
0.527,0.503,5,-6.769,1
0.223,0.423,11,-8.117,0
0.461,0.468,6,-9.477,0
0.584,0.873,11,-4.417,0
0.815,0.833,7,-6.117,0
0.643,0.913,9,-2.949,1
0.594,0.573,1,-7.789,1
0.538,0.933,9,-4.707,0
0.362,0.945,10,-2.651,0
0.24,0.964,1,-3.765,0
0.759,0.583,1,-8.503,1
0.608,0.636,8,-4.447,1
0.467,0.876,10,-4.841,1
0.536,0.846,4,-6.683,0
0.649,0.888,6,-4.807,1
0.497,0.136,7,-10.015,0
0.463,0.819,4,-7.662,1
0.721,0.621,1,-4.378,1
0.684,0.819,1,-3.309,1
0.799,0.878,1,-2.282,1
0.438,0.924,2,-5.366,0
0.621,0.6,8,-6.349,1
0.395,0.82,10,-7.543,0
0.529,0.659,7,-5.318,1
0.618,0.552,8,-6.863,1
0.605,0.829,10,-2.377,1
0.603,0.972,8,-2.695,0
0.795,0.523,1,-7.165,1
0.316,0.977,6,-3.315,0
0.835,0.571,8,-4.771,1
0.717,0.71,2,-6.265,0
0.5,0.845,1,-5.015,1
0.836,0.842,4,-3.79,1
0.731,0.497,0,-14.406,0
0.445,0.682,10,-6.686,1
0.235,0.884,8,-9.295,0
0.529,0.8,1,-3.79,1
0.471,0.623,1,-5.299,0
0.618,0.624,9,-3.648,0
0.537,0.882,0,-2.306,1
0.328,0.972,1,-4.483,0
0.557,0.608,4,-8.702,1
0.311,0.975,7,-2.43,0
0.58,0.661,0,-9.123,0
0.676,0.839,4,-3.922,1
0.548,0.959,11,-7.162,0
0.653,0.875,9,-5.232,0
0.276,0.555,11,-8.821,0
0.768,0.683,1,-7.826,0
0.574,0.544,1,-6.22,0
0.577,0.756,2,-5.82,1
0.145,0.988,1,-3.131,0
0.689,0.774,9,-4.528,1
0.631,0.793,1,-4.086,1
0.639,0.903,11,-5.013,1
0.541,0.812,4,-3.764,1
0.495,0.938,8,-4.604,0
0.498,0.493,8,-7.748,1
0.394,0.601,5,-12.088,0
0.751,0.568,5,-5.431,1
0.571,0.9,5,-4.975,1
0.248,0.756,6,-9.393,0
0.407,0.968,2,-3.218,0
0.781,0.806,10,-4.2,1
0.847,0.843,5,-3.579,1
0.552,0.754,11,-5.888,1
0.835,0.547,6,-7.69,1
0.459,0.856,4,-5.326,0
0.333,0.86,2,-13.112,0
0.469,0.574,10,-5.974,0
0.226,0.948,10,-5.62,0
0.459,0.398,4,-7.993,1
0.155,0.775,2,-3.341,0
0.568,0.838,1,-6.138,1
0.585,0.802,9,-4.364,0
0.15,0.314,2,-16.009,0
0.891,0.657,10,-5.552,1
0.58,0.702,4,-5.565,1
0.845,0.467,1,-7.674,1
0.16,0.088,5,-19.288,0
0.175,0.875,7,-4.383,0
0.497,0.568,0,-7.67,1
0.809,0.744,0,-5.892,1
0.837,0.954,8,-3.512,1
0.573,0.712,0,-5.976,1
0.661,0.825,11,-3.343,0
0.274,0.936,3,-11.428,0
0.8,0.626,8,-8.106,0
0.609,0.538,6,-7.842,0
0.678,0.652,10,-9.129,0
0.819,0.694,1,-7.472,1
0.692,0.822,7,-4.315,1
0.672,0.82,11,-4.456,1
0.176,0.826,5,-6.586,0
0.483,0.824,5,-8.355,0
0.586,0.532,11,-8.837,0
0.878,0.417,7,-6.799,1
0.709,0.449,4,-7.251,1
0.549,0.729,1,-5.062,1
0.442,0.793,9,-5.152,1
0.469,0.684,11,-7.96,0
0.557,0.835,1,-7.261,0
0.41,0.78,9,-5.391,1
0.323,0.77,11,-6.704,0
0.66,0.659,8,-7.347,1
0.293,0.816,8,-5.432,1
0.631,0.696,1,-5.572,1
0.426,0.704,1,-13.575,0
0.653,0.77,9,-6.091,1
0.789,0.55,11,-7.423,1
0.491,0.917,10,-6.856,0
0.372,0.872,0,-6.651,1
0.816,0.669,6,-7.925,1
0.809,0.562,11,-7.694,1
0.235,0.83,7,-7.548,0
0.426,0.693,8,-9.759,0
0.938,0.646,7,-6.309,1
0.481,0.477,1,-14.532,0
0.355,0.748,9,-2.335,0
0.432,0.116,4,-11.601,0
0.598,0.925,10,-3.445,0
0.59,0.84,2,-9.406,0
0.93,0.425,1,-6.242,1
0.704,0.724,1,-8.2,0
0.45,0.895,11,-4.739,1
0.713,0.746,0,-4.99,1
0.739,0.769,9,-5.814,0
0.467,0.622,6,-7.255,1
0.94,0.692,6,-5.48,1
0.831,0.79,1,-4.714,1
0.387,0.967,1,-5.9,0
0.374,0.888,8,-3.197,1
0.609,0.767,1,-4.663,1
0.756,0.829,11,-3.973,1
0.641,0.451,4,-7.694,1
0.385,0.865,2,-5.301,0
0.521,0.702,0,-5.189,1
0.434,0.608,2,-4.281,1
0.578,0.894,10,-5.42,1
0.368,0.9,6,-9.03,0
0.474,0.873,6,-6.537,0
0.496,0.0936,1,-22.248,0
0.603,0.778,11,-7.044,0
0.533,0.697,2,-8.082,0
0.236,0.847,2,-4.534,0
0.503,0.827,4,-4.046,1
0.472,0.671,4,-4.649,1
0.543,0.697,8,-9.211,1
0.454,0.949,6,-4.744,0
0.864,0.903,2,-3.258,1
0.418,0.351,9,-9.407,1
0.658,0.85,0,-6.057,0
0.677,0.481,7,-5.613,1
0.667,0.716,11,-4.819,0
0.81,0.791,7,-5.909,1
0.495,0.532,0,-7.948,0
0.743,0.705,11,-4.803,1
0.398,0.709,4,-4.602,1
0.8,0.756,11,-10.124,0
0.292,0.964,2,-5.272,0
0.232,0.979,8,-3.821,0
0.708,0.828,7,-6.694,1
0.423,0.865,9,-11.947,0
0.604,0.605,4,-8.516,1
0.81,0.784,10,-4.558,1
0.272,0.657,1,-8.328,0
0.443,0.685,4,-6.325,1
0.285,0.769,2,-7.894,0
0.322,0.92,7,-10.476,0
0.264,0.947,2,-4.116,0
0.346,0.0765,9,-19.883,0
0.151,0.464,7,-15.781,0
0.487,0.9,0,-4.417,1
0.735,0.86,11,-3.878,1
0.709,0.661,7,-8.405,0
0.767,0.864,10,-1.847,1
0.532,0.807,2,-4.301,1
0.506,0.931,0,-2.172,1
0.374,0.417,0,-13.332,0
0.691,0.631,0,-4.423,1
0.747,0.646,7,-9.185,1
0.785,0.871,4,-2.692,1
0.617,0.977,9,-7.028,0
0.842,0.656,5,-3.189,1
0.524,0.462,10,-14.516,0
0.833,0.515,11,-5.0,1
0.691,0.873,8,-3.519,1
0.447,0.13,2,-14.404,0
0.312,0.949,1,-6.302,0
0.374,0.853,2,-8.554,0
0.638,0.953,8,-3.491,1
0.474,0.959,7,-3.865,1
0.434,0.187,9,-11.347,0
0.709,0.65,7,-7.371,1
0.374,0.962,2,-3.505,0
0.894,0.404,9,-5.913,1
0.437,0.11,9,-20.008,0
0.8,0.619,4,-5.728,1
0.333,0.93,2,-10.166,0
0.238,0.907,6,-8.226,0
0.7,0.807,9,-5.711,1
0.748,0.907,10,-4.631,0
0.259,0.946,6,-3.784,0
0.782,0.627,8,-6.509,1
0.535,0.903,0,-7.843,0
0.6,0.583,9,-6.617,1
0.448,0.824,2,-5.508,1
0.641,0.453,0,-4.98,1
0.525,0.652,5,-7.042,1
0.346,0.977,9,-3.696,0
0.406,0.937,8,-6.215,0
0.524,0.878,5,-3.108,1
0.495,0.571,9,-6.947,0
0.682,0.901,11,-6.068,0
0.484,0.299,2,-9.903,1
0.623,0.642,2,-5.28,1
0.422,0.904,0,-4.531,1
0.42,0.325,10,-9.591,0
0.717,0.733,4,-4.985,1
0.61,0.972,6,-9.879,0
0.651,0.648,0,-12.739,0
0.581,0.8,0,-7.397,1
0.458,0.895,2,-3.972,1
0.444,0.583,7,-8.121,1
0.459,0.463,2,-13.951,0
0.85,0.674,7,-7.981,1
0.103,0.384,0,-16.401,0
0.718,0.798,7,-4.309,1
0.252,0.683,7,-12.164,0
0.172,0.701,3,-10.812,0
0.852,0.604,0,-4.569,1
0.401,0.144,5,-18.671,0
0.519,0.907,9,-2.681,1
0.653,0.748,10,-3.89,1
0.341,0.332,8,-12.92,0
0.555,0.628,3,-7.693,0
0.618,0.832,2,-3.535,1
0.584,0.509,8,-10.338,1
0.228,0.977,9,-3.449,0
0.589,0.892,2,-3.197,1
0.638,0.656,5,-5.886,1
0.676,0.76,10,-3.871,0
0.347,0.862,3,-3.777,0
0.843,0.805,4,-5.946,1
0.367,0.946,7,-2.574,0
0.707,0.923,11,-3.957,1
0.501,0.903,9,-6.24,0
0.518,0.83,6,-6.814,1
0.647,0.739,11,-7.859,1
0.632,0.73,6,-5.895,1
0.449,0.956,9,-4.011,1
0.561,0.748,0,-8.175,0
0.861,0.519,2,-6.404,1
0.437,0.142,7,-11.405,0
0.546,0.864,1,-3.893,1
0.29,0.955,4,-2.541,0
0.88,0.757,8,-3.825,1
0.325,0.921,4,-8.817,0
0.682,0.894,0,-1.73,1
0.597,0.715,7,-6.741,1
0.42,0.543,6,-9.52,0
0.402,0.863,0,-5.486,0
0.66,0.777,4,-4.087,0
0.704,0.734,2,-4.474,0
0.88,0.693,1,-5.201,1
0.58,0.962,7,-3.478,0
0.478,0.829,2,-7.027,0
0.579,0.625,1,-10.324,0
0.611,0.683,10,-7.502,0
0.0909,0.211,5,-17.872,0
0.209,0.27,1,-20.314,0
0.717,0.402,1,-9.712,1
0.83,0.948,9,-3.973,1
0.902,0.72,6,-2.776,1
0.555,0.94,0,-6.527,0
0.385,0.932,2,-3.807,0
0.828,0.792,10,-5.435,1
0.535,0.26,4,-14.671,0
0.694,0.947,11,-3.91,1
0.194,0.999,6,-1.669,0
0.779,0.744,0,-5.359,0
0.531,0.879,9,-3.943,0
0.689,0.886,10,-7.066,1
0.785,0.929,9,-1.635,1
0.463,0.674,7,-5.422,1
0.678,0.783,7,-4.855,1
0.381,0.987,2,-3.679,0
0.492,0.685,2,-5.198,0
0.534,0.892,4,-5.04,1
0.459,0.858,2,-5.781,0
0.442,0.461,2,-10.962,0
0.509,0.843,1,-3.318,1
0.784,0.481,8,-10.023,0
0.578,0.34,0,-8.027,1
0.568,0.782,6,-5.968,1
0.675,0.602,1,-4.688,1
0.477,0.638,0,-4.77,1
0.301,0.229,2,-15.308,0
0.415,0.989,0,-4.195,0
0.56,0.959,7,-2.433,1
0.561,0.897,4,-3.974,1
0.622,0.807,5,-6.752,1
0.225,0.315,7,-12.908,0
0.837,0.462,0,-7.89,1
0.554,0.864,9,-5.062,1
0.336,0.921,5,-6.18,0
0.431,0.829,6,-6.059,0
0.1,0.992,7,-3.379,0
0.7,0.774,5,-4.983,1
0.812,0.626,4,-5.025,1
0.571,0.83,10,-6.757,1
0.792,0.539,8,-8.959,1
0.563,0.938,11,-4.838,0
0.317,0.804,9,-6.504,1
0.575,0.496,4,-6.716,1
0.585,0.789,8,-2.834,1
0.829,0.771,0,-9.116,0
0.486,0.758,10,-9.914,0
0.534,0.87,11,-3.078,1
0.431,0.985,6,-4.732,0
0.758,0.74,0,-5.762,1
0.346,0.132,0,-20.917,0
0.511,0.179,9,-17.964,0
0.555,0.639,1,-5.16,1
0.711,0.753,4,-6.461,1
0.32,0.934,1,-4.96,0
0.279,0.957,8,-4.724,0
0.333,0.907,0,-3.191,1
0.597,0.544,4,-8.105,0
0.374,0.887,5,-3.76,0
0.2,0.996,0,-3.067,0
0.515,0.642,6,-6.2,0
0.536,0.494,10,-11.036,0
0.622,0.821,11,-7.626,0
0.568,0.953,1,-3.666,0
0.58,0.981,8,-2.603,1
0.29,0.827,8,-3.451,1
0.833,0.735,1,-7.421,1
0.562,0.451,7,-7.799,1
0.764,0.873,2,-6.21,1
0.647,0.71,0,-4.692,0
0.242,0.998,3,-5.64,0
0.682,0.523,2,-9.69,1
0.246,0.073,2,-21.086,0
0.545,0.855,8,-5.01,1
0.218,0.38,10,-16.971,0
0.854,0.847,2,-3.03,1
0.484,0.439,2,-5.995,1
0.388,0.943,8,-2.927,1
0.54,0.912,1,-4.103,0
0.0709,0.98,4,-5.585,0
0.441,0.306,2,-13.177,0
0.215,0.927,0,-3.716,0
0.729,0.795,7,-4.579,1
0.242,0.742,0,-6.745,0
0.489,0.729,10,-6.046,1
0.412,0.577,7,-4.944,1
0.526,0.935,1,-5.886,0
0.655,0.904,4,-7.39,0
0.397,0.941,1,-6.86,0
0.577,0.349,8,-7.77,1
0.537,0.885,7,-3.641,1
0.673,0.886,1,-4.44,1
0.765,0.706,6,-5.477,1
0.428,0.919,10,-3.245,1
0.51,0.785,9,-7.105,0
0.236,0.951,3,-5.615,0
0.764,0.751,8,-3.74,1
0.434,0.567,1,-7.278,1
0.175,0.642,8,-6.93,1
0.246,0.952,3,-5.045,1
0.498,0.934,7,-4.896,0
0.174,0.867,7,-4.843,0
0.197,0.162,5,-18.34,0
0.545,0.343,5,-13.671,0
0.624,0.442,4,-11.753,0
0.83,0.414,9,-11.136,1
0.88,0.577,7,-7.015,0
0.571,0.89,9,-1.6,1
0.568,0.754,10,-4.77,0
0.662,0.507,5,-8.238,1
0.522,0.156,3,-17.141,0
0.327,0.295,4,-6.907,1
0.707,0.724,11,-3.887,1
0.634,0.551,10,-5.698,1
0.665,0.957,3,-2.873,0
0.566,0.398,2,-9.616,0
0.594,0.853,10,-3.361,0
0.401,0.888,0,-3.793,1
0.588,0.877,8,-4.78,1
0.514,0.91,7,-2.978,1
0.465,0.919,4,-4.025,1
0.647,0.913,1,-6.502,0
0.679,0.528,7,-7.901,1
0.695,0.62,5,-7.008,0
0.677,0.714,1,-6.639,0
0.477,0.704,0,-6.176,0
0.551,0.913,0,-4.063,1
0.308,0.98,7,-3.194,0
0.335,0.829,2,-5.333,0
0.853,0.709,7,-5.607,1
0.477,0.961,11,-5.452,0
0.777,0.673,8,-3.953,1
0.554,0.922,4,-7.315,0
0.545,0.553,2,-10.629,0
0.602,0.533,1,-3.784,0
0.798,0.703,10,-4.05,1
0.647,0.729,5,-6.251,1
0.584,0.94,7,-3.822,0
0.527,0.696,1,-6.015,1
0.673,0.739,5,-6.298,0
0.345,0.487,2,-11.281,0
0.287,0.878,11,-7.332,0
0.212,0.25,1,-17.489,0
0.705,0.7,0,-7.38,1
0.623,0.938,0,-4.161,1
0.207,0.982,11,-3.922,0
0.726,0.702,5,-7.524,0
0.499,0.659,7,-5.727,1
0.217,0.117,7,-21.398,0
0.582,0.542,10,-10.041,1
0.873,0.652,11,-5.502,1
0.581,0.607,4,-8.458,1
0.519,0.945,4,-6.302,0
0.431,0.877,10,-4.762,0
0.555,0.967,7,-5.955,0
0.515,0.901,9,-3.063,1
0.495,0.653,7,-6.769,0
0.415,0.913,7,-5.361,1
0.576,0.849,0,-5.199,1
0.335,0.964,7,-2.336,0
0.374,0.959,7,-4.695,1
0.485,0.723,10,-6.565,1
0.82,0.761,1,-2.714,1
0.156,0.914,3,-4.787,0
0.39,0.715,0,-3.448,1
0.683,0.664,5,-4.233,1
0.647,0.901,7,-5.138,1
0.474,0.8,2,-10.472,1
0.683,0.657,6,-10.668,1
0.628,0.834,6,-6.341,1
0.453,0.981,2,-4.136,0
0.304,0.975,4,-2.468,0
0.57,0.633,5,-6.26,1
0.818,0.705,6,-6.679,1
0.472,0.672,10,-4.997,1
0.63,0.738,2,-6.806,0
0.894,0.677,6,-5.618,1
0.906,0.624,4,-5.556,1
0.817,0.585,5,-4.688,1
0.884,0.697,11,-6.022,1
0.566,0.664,2,-4.303,0
0.916,0.821,4,-4.118,1
0.639,0.981,1,-7.371,0
0.658,0.57,9,-7.724,0
0.447,0.993,7,-3.022,0
0.871,0.883,11,-5.075,1
0.624,0.987,9,-9.48,0
0.785,0.68,1,-6.726,1
0.779,0.64,7,-8.415,1
0.421,0.663,3,-8.019,0
0.548,0.653,0,-6.055,1
0.518,0.859,1,-8.879,0
0.65,0.811,9,-6.258,1
0.602,0.891,6,-8.655,0
0.935,0.745,7,-6.391,1
0.5,0.609,3,-7.215,1
0.498,0.486,1,-7.384,1
0.846,0.814,1,-4.945,1
0.462,0.958,4,-1.921,0
0.509,0.932,11,-3.948,1
0.618,0.843,7,-10.212,0
0.232,0.968,7,-5.597,1
0.533,0.315,2,-14.349,1
0.749,0.385,8,-6.488,0
0.604,0.808,0,-5.805,1
0.464,0.939,5,-3.959,0
0.51,0.94,5,-7.166,0
0.44,0.844,10,-3.315,1
0.796,0.615,2,-5.053,1
0.441,0.8,10,-3.268,1
0.664,0.877,2,-4.251,1
0.51,0.586,1,-9.98,0
0.629,0.624,2,-7.957,1
0.962,0.632,11,-4.7,1
0.583,0.637,0,-6.464,1
0.448,0.973,2,-3.706,0
0.744,0.7,2,-7.663,0
0.6,0.621,6,-5.575,1
0.671,0.59,1,-6.062,1
0.515,0.934,11,-5.079,1
0.815,0.757,10,-6.16,1
0.211,0.691,4,-10.615,0
0.1,0.946,8,-3.287,0
0.545,0.975,1,-5.146,0
0.223,0.889,7,-5.76,0
0.608,0.322,3,-8.722,0
0.785,0.783,2,-3.982,1
0.779,0.788,2,-4.63,1
0.139,0.976,10,-8.029,0
0.2,0.974,7,-4.229,0
0.331,0.96,2,-2.952,0
0.589,0.749,1,-3.931,1
0.821,0.82,1,-1.562,1
0.543,0.917,1,-3.391,1
0.256,0.832,7,-10.396,0
0.666,0.785,4,-5.37,0
0.432,0.415,9,-13.992,0
